Pixel_ID,Elevation_m,Slope_deg,NDVI,Rainfall_mm,Dist_River_m,Flood,LandCover_Agriculture,LandCover_Forest,LandCover_Urban,LandCover_Water
524,115,1.8,0.1,175,140,1,False,False,True,False
525,175,6.3,0.48,110,700,0,True,False,False,False
526,98,1.1,-0.08,190,30,1,False,False,False,True
527,115,1.8,0.1,175,140,1,False,False,True,False
528,95,1.0,-0.05,205,25,1,False,False,False,True
529,210,9.4,0.72,95,1500,0,False,True,False,False
530,160,5.5,0.6,120,900,0,False,True,False,False
531,250,11.0,0.75,90,1900,0,False,True,False,False
532,132,3.5,0.22,160,260,1,False,False,True,False
533,110,2.1,0.12,180,120,1,False,False,True,False
534,98,1.1,-0.08,190,30,1,False,False,False,True
535,118,2.2,0.2,175,220,1,False,False,True,False
536,125,2.8,0.28,165,300,1,False,False,True,False
537,120,2.5,0.35,165,200,1,True,False,False,False
538,100,1.2,0.02,180,150,1,False,False,True,False
539,92,0.8,-0.09,195,40,1,False,False,False,True
540,100,1.2,0.02,180,150,1,False,False,True,False
541,115,1.8,0.1,175,140,1,False,False,True,False
542,170,6.8,0.5,120,750,0,True,False,False,False
543,125,2.8,0.28,165,300,1,False,False,True,False
544,230,10.2,0.7,85,1700,0,False,True,False,False
545,250,11.0,0.75,90,1900,0,False,True,False,False
546,305,12.7,0.8,80,2200,0,False,True,False,False
547,118,2.2,0.2,175,220,1,False,False,True,False
548,115,1.8,0.1,175,140,1,False,False,True,False
549,100,1.2,0.02,180,150,1,False,False,True,False
550,98,1.1,-0.08,190,30,1,False,False,False,True
551,310,13.5,0.82,70,2400,0,False,True,False,False
552,98,1.1,-0.08,190,30,1,False,False,False,True
553,185,7.1,0.44,130,600,0,True,False,False,False
554,185,7.1,0.44,130,600,0,True,False,False,False
555,140,4.0,0.3,150,350,1,True,False,False,False
556,100,1.2,0.02,180,150,1,False,False,True,False
557,155,5.0,0.52,140,500,0,True,False,False,False
558,120,2.5,0.35,165,200,1,True,False,False,False
559,175,6.3,0.48,110,700,0,True,False,False,False
560,160,5.5,0.6,120,900,0,False,True,False,False
561,120,2.5,0.35,165,200,1,True,False,False,False
562,175,6.3,0.48,110,700,0,True,False,False,False
563,120,2.5,0.35,165,200,1,True,False,False,False
564,250,11.0,0.75,90,1900,0,False,True,False,False
565,140,4.0,0.3,150,350,1,True,False,False,False
566,170,6.8,0.5,120,750,0,True,False,False,False
567,305,12.7,0.8,80,2200,0,False,True,False,False
568,98,1.1,-0.08,190,30,1,False,False,False,True
569,102,1.3,0.05,170,180,1,False,False,True,False
570,175,6.3,0.48,110,700,0,True,False,False,False
571,100,1.2,0.02,180,150,1,False,False,True,False
572,310,13.5,0.82,70,2400,0,False,True,False,False
573,210,9.4,0.72,95,1500,0,False,True,False,False
574,92,0.8,-0.09,195,40,1,False,False,False,True
575,95,1.0,-0.05,205,25,1,False,False,False,True
576,175,6.3,0.48,110,700,0,True,False,False,False
577,98,1.1,-0.08,190,30,1,False,False,False,True
578,132,3.5,0.22,160,260,1,False,False,True,False
579,155,5.0,0.52,140,500,0,True,False,False,False
580,115,1.8,0.1,175,140,1,False,False,True,False
581,100,1.2,0.02,180,150,1,False,False,True,False
582,88,0.7,-0.1,210,15,1,False,False,False,True
583,98,1.1,-0.08,190,30,1,False,False,False,True
584,230,10.2,0.7,85,1700,0,False,True,False,False
585,110,2.1,0.12,180,120,1,False,False,True,False
586,185,7.1,0.44,130,600,0,True,False,False,False
587,95,1.0,-0.05,205,25,1,False,False,False,True
588,120,2.5,0.35,165,200,1,True,False,False,False
589,305,12.7,0.8,80,2200,0,False,True,False,False
590,230,10.2,0.7,85,1700,0,False,True,False,False
591,230,10.2,0.7,85,1700,0,False,True,False,False
592,88,0.7,-0.1,210,15,1,False,False,False,True
593,230,10.2,0.7,85,1700,0,False,True,False,False
594,250,11.0,0.75,90,1900,0,False,True,False,False
595,115,1.8,0.1,175,140,1,False,False,True,False
596,120,2.5,0.35,165,200,1,True,False,False,False
597,140,4.0,0.3,150,350,1,True,False,False,False
598,230,10.2,0.7,85,1700,0,False,True,False,False
599,90,0.9,-0.12,200,20,1,False,False,False,True
600,95,1.0,-0.05,205,25,1,False,False,False,True
601,90,0.9,-0.12,200,20,1,False,False,False,True
602,170,6.8,0.5,120,750,0,True,False,False,False
603,115,1.8,0.1,175,140,1,False,False,True,False
604,145,4.2,0.55,120,800,0,False,True,False,False
605,210,9.4,0.72,95,1500,0,False,True,False,False
606,100,1.2,0.02,180,150,1,False,False,True,False
607,90,0.9,-0.12,200,20,1,False,False,False,True
608,185,7.1,0.44,130,600,0,True,False,False,False
609,125,2.8,0.28,165,300,1,False,False,True,False
610,310,13.5,0.82,70,2400,0,False,True,False,False
611,102,1.3,0.05,170,180,1,False,False,True,False
612,175,6.3,0.48,110,700,0,True,False,False,False
613,90,0.9,-0.12,200,20,1,False,False,False,True
614,250,11.0,0.75,90,1900,0,False,True,False,False
615,132,3.5,0.22,160,260,1,False,False,True,False
616,88,0.7,-0.1,210,15,1,False,False,False,True
617,102,1.3,0.05,170,180,1,False,False,True,False
618,230,10.2,0.7,85,1700,0,False,True,False,False
619,132,3.5,0.22,160,260,1,False,False,True,False
620,185,7.1,0.44,130,600,0,True,False,False,False
621,125,2.8,0.28,165,300,1,False,False,True,False
622,185,7.1,0.44,130,600,0,True,False,False,False
623,92,0.8,-0.09,195,40,1,False,False,False,True
624,120,2.5,0.35,165,200,1,True,False,False,False
625,250,11.0,0.75,90,1900,0,False,True,False,False
626,305,12.7,0.8,80,2200,0,False,True,False,False
627,170,6.8,0.5,120,750,0,True,False,False,False
628,175,6.3,0.48,110,700,0,True,False,False,False
629,305,12.7,0.8,80,2200,0,False,True,False,False
630,210,9.4,0.72,95,1500,0,False,True,False,False
631,305,12.7,0.8,80,2200,0,False,True,False,False
632,115,1.8,0.1,175,140,1,False,False,True,False
633,140,4.0,0.3,150,350,1,True,False,False,False
634,185,7.1,0.44,130,600,0,True,False,False,False
635,145,4.2,0.55,120,800,0,False,True,False,False
636,110,2.1,0.12,180,120,1,False,False,True,False
637,170,6.8,0.5,120,750,0,True,False,False,False
638,185,7.1,0.44,130,600,0,True,False,False,False
639,310,13.5,0.82,70,2400,0,False,True,False,False
640,140,4.0,0.3,150,350,1,True,False,False,False
641,305,12.7,0.8,80,2200,0,False,True,False,False
642,185,7.1,0.44,130,600,0,True,False,False,False
643,115,1.8,0.1,175,140,1,False,False,True,False
644,95,1.0,-0.05,205,25,1,False,False,False,True
645,305,12.7,0.8,80,2200,0,False,True,False,False
646,230,10.2,0.7,85,1700,0,False,True,False,False
647,145,4.2,0.55,120,800,0,False,True,False,False
648,140,4.0,0.3,150,350,1,True,False,False,False
649,120,2.5,0.35,165,200,1,True,False,False,False
650,132,3.5,0.22,160,260,1,False,False,True,False
651,132,3.5,0.22,160,260,1,False,False,True,False
652,210,9.4,0.72,95,1500,0,False,True,False,False
653,115,1.8,0.1,175,140,1,False,False,True,False
654,88,0.7,-0.1,210,15,1,False,False,False,True
655,230,10.2,0.7,85,1700,0,False,True,False,False
656,175,6.3,0.48,110,700,0,True,False,False,False
657,305,12.7,0.8,80,2200,0,False,True,False,False
658,102,1.3,0.05,170,180,1,False,False,True,False
659,310,13.5,0.82,70,2400,0,False,True,False,False
660,90,0.9,-0.12,200,20,1,False,False,False,True
661,170,6.8,0.5,120,750,0,True,False,False,False
662,140,4.0,0.3,150,350,1,True,False,False,False
663,170,6.8,0.5,120,750,0,True,False,False,False
664,230,10.2,0.7,85,1700,0,False,True,False,False
665,92,0.8,-0.09,195,40,1,False,False,False,True
666,88,0.7,-0.1,210,15,1,False,False,False,True
667,120,2.5,0.35,165,200,1,True,False,False,False
668,115,1.8,0.1,175,140,1,False,False,True,False
669,88,0.7,-0.1,210,15,1,False,False,False,True
670,110,2.1,0.12,180,120,1,False,False,True,False
671,120,2.5,0.35,165,200,1,True,False,False,False
672,125,2.8,0.28,165,300,1,False,False,True,False
673,115,1.8,0.1,175,140,1,False,False,True,False
674,98,1.1,-0.08,190,30,1,False,False,False,True
675,92,0.8,-0.09,195,40,1,False,False,False,True
676,110,2.1,0.12,180,120,1,False,False,True,False
677,160,5.5,0.6,120,900,0,False,True,False,False
678,92,0.8,-0.09,195,40,1,False,False,False,True
679,230,10.2,0.7,85,1700,0,False,True,False,False
680,175,6.3,0.48,110,700,0,True,False,False,False
681,155,5.0,0.52,140,500,0,True,False,False,False
682,175,6.3,0.48,110,700,0,True,False,False,False
683,125,2.8,0.28,165,300,1,False,False,True,False
684,110,2.1,0.12,180,120,1,False,False,True,False
685,98,1.1,-0.08,190,30,1,False,False,False,True
686,92,0.8,-0.09,195,40,1,False,False,False,True
687,160,5.5,0.6,120,900,0,False,True,False,False
688,310,13.5,0.82,70,2400,0,False,True,False,False
689,170,6.8,0.5,120,750,0,True,False,False,False
690,98,1.1,-0.08,190,30,1,False,False,False,True
691,230,10.2,0.7,85,1700,0,False,True,False,False
692,115,1.8,0.1,175,140,1,False,False,True,False
693,88,0.7,-0.1,210,15,1,False,False,False,True
694,125,2.8,0.28,165,300,1,False,False,True,False
695,125,2.8,0.28,165,300,1,False,False,True,False
696,310,13.5,0.82,70,2400,0,False,True,False,False
697,100,1.2,0.02,180,150,1,False,False,True,False
698,145,4.2,0.55,120,800,0,False,True,False,False
699,98,1.1,-0.08,190,30,1,False,False,False,True
700,155,5.0,0.52,140,500,0,True,False,False,False
701,155,5.0,0.52,140,500,0,True,False,False,False
702,170,6.8,0.5,120,750,0,True,False,False,False
703,145,4.2,0.55,120,800,0,False,True,False,False
704,310,13.5,0.82,70,2400,0,False,True,False,False
705,125,2.8,0.28,165,300,1,False,False,True,False
706,305,12.7,0.8,80,2200,0,False,True,False,False
707,132,3.5,0.22,160,260,1,False,False,True,False
708,305,12.7,0.8,80,2200,0,False,True,False,False
709,102,1.3,0.05,170,180,1,False,False,True,False
710,110,2.1,0.12,180,120,1,False,False,True,False
711,175,6.3,0.48,110,700,0,True,False,False,False
712,250,11.0,0.75,90,1900,0,False,True,False,False
713,305,12.7,0.8,80,2200,0,False,True,False,False
714,98,1.1,-0.08,190,30,1,False,False,False,True
715,90,0.9,-0.12,200,20,1,False,False,False,True
716,115,1.8,0.1,175,140,1,False,False,True,False
717,230,10.2,0.7,85,1700,0,False,True,False,False
718,120,2.5,0.35,165,200,1,True,False,False,False
719,95,1.0,-0.05,205,25,1,False,False,False,True
720,125,2.8,0.28,165,300,1,False,False,True,False
721,88,0.7,-0.1,210,15,1,False,False,False,True
722,250,11.0,0.75,90,1900,0,False,True,False,False
723,145,4.2,0.55,120,800,0,False,True,False,False
724,140,4.0,0.3,150,350,1,True,False,False,False
725,90,0.9,-0.12,200,20,1,False,False,False,True
726,250,11.0,0.75,90,1900,0,False,True,False,False
727,305,12.7,0.8,80,2200,0,False,True,False,False
728,132,3.5,0.22,160,260,1,False,False,True,False
729,170,6.8,0.5,120,750,0,True,False,False,False
730,310,13.5,0.82,70,2400,0,False,True,False,False
731,210,9.4,0.72,95,1500,0,False,True,False,False
732,120,2.5,0.35,165,200,1,True,False,False,False
733,170,6.8,0.5,120,750,0,True,False,False,False
734,100,1.2,0.02,180,150,1,False,False,True,False
735,230,10.2,0.7,85,1700,0,False,True,False,False
736,100,1.2,0.02,180,150,1,False,False,True,False
737,115,1.8,0.1,175,140,1,False,False,True,False
738,88,0.7,-0.1,210,15,1,False,False,False,True
739,110,2.1,0.12,180,120,1,False,False,True,False
740,185,7.1,0.44,130,600,0,True,False,False,False
741,118,2.2,0.2,175,220,1,False,False,True,False
742,305,12.7,0.8,80,2200,0,False,True,False,False
743,210,9.4,0.72,95,1500,0,False,True,False,False
744,305,12.7,0.8,80,2200,0,False,True,False,False
745,170,6.8,0.5,120,750,0,True,False,False,False
746,100,1.2,0.02,180,150,1,False,False,True,False
747,210,9.4,0.72,95,1500,0,False,True,False,False
748,120,2.5,0.35,165,200,1,True,False,False,False
749,310,13.5,0.82,70,2400,0,False,True,False,False
750,132,3.5,0.22,160,260,1,False,False,True,False
751,125,2.8,0.28,165,300,1,False,False,True,False
752,145,4.2,0.55,120,800,0,False,True,False,False
753,160,5.5,0.6,120,900,0,False,True,False,False
754,140,4.0,0.3,150,350,1,True,False,False,False
755,305,12.7,0.8,80,2200,0,False,True,False,False
756,118,2.2,0.2,175,220,1,False,False,True,False
757,132,3.5,0.22,160,260,1,False,False,True,False
758,110,2.1,0.12,180,120,1,False,False,True,False
759,160,5.5,0.6,120,900,0,False,True,False,False
760,125,2.8,0.28,165,300,1,False,False,True,False
761,92,0.8,-0.09,195,40,1,False,False,False,True
762,95,1.0,-0.05,205,25,1,False,False,False,True
763,310,13.5,0.82,70,2400,0,False,True,False,False
764,132,3.5,0.22,160,260,1,False,False,True,False
765,118,2.2,0.2,175,220,1,False,False,True,False
766,125,2.8,0.28,165,300,1,False,False,True,False
767,145,4.2,0.55,120,800,0,False,True,False,False
768,170,6.8,0.5,120,750,0,True,False,False,False
769,125,2.8,0.28,165,300,1,False,False,True,False
770,115,1.8,0.1,175,140,1,False,False,True,False
771,132,3.5,0.22,160,260,1,False,False,True,False
772,110,2.1,0.12,180,120,1,False,False,True,False
773,90,0.9,-0.12,200,20,1,False,False,False,True
774,90,0.9,-0.12,200,20,1,False,False,False,True
775,230,10.2,0.7,85,1700,0,False,True,False,False
776,145,4.2,0.55,120,800,0,False,True,False,False
777,100,1.2,0.02,180,150,1,False,False,True,False
778,210,9.4,0.72,95,1500,0,False,True,False,False
779,250,11.0,0.75,90,1900,0,False,True,False,False
780,110,2.1,0.12,180,120,1,False,False,True,False
781,310,13.5,0.82,70,2400,0,False,True,False,False
782,230,10.2,0.7,85,1700,0,False,True,False,False
783,125,2.8,0.28,165,300,1,False,False,True,False
784,210,9.4,0.72,95,1500,0,False,True,False,False
785,100,1.2,0.02,180,150,1,False,False,True,False
786,92,0.8,-0.09,195,40,1,False,False,False,True
787,132,3.5,0.22,160,260,1,False,False,True,False
788,115,1.8,0.1,175,140,1,False,False,True,False
789,98,1.1,-0.08,190,30,1,False,False,False,True
790,230,10.2,0.7,85,1700,0,False,True,False,False
791,100,1.2,0.02,180,150,1,False,False,True,False
792,125,2.8,0.28,165,300,1,False,False,True,False
793,102,1.3,0.05,170,180,1,False,False,True,False
794,305,12.7,0.8,80,2200,0,False,True,False,False
795,98,1.1,-0.08,190,30,1,False,False,False,True
796,250,11.0,0.75,90,1900,0,False,True,False,False
797,210,9.4,0.72,95,1500,0,False,True,False,False
798,95,1.0,-0.05,205,25,1,False,False,False,True
799,185,7.1,0.44,130,600,0,True,False,False,False
800,125,2.8,0.28,165,300,1,False,False,True,False
801,120,2.5,0.35,165,200,1,True,False,False,False
802,155,5.0,0.52,140,500,0,True,False,False,False
803,115,1.8,0.1,175,140,1,False,False,True,False
804,305,12.7,0.8,80,2200,0,False,True,False,False
805,115,1.8,0.1,175,140,1,False,False,True,False
806,110,2.1,0.12,180,120,1,False,False,True,False
807,140,4.0,0.3,150,350,1,True,False,False,False
808,185,7.1,0.44,130,600,0,True,False,False,False
809,185,7.1,0.44,130,600,0,True,False,False,False
810,310,13.5,0.82,70,2400,0,False,True,False,False
811,100,1.2,0.02,180,150,1,False,False,True,False
812,132,3.5,0.22,160,260,1,False,False,True,False
813,175,6.3,0.48,110,700,0,True,False,False,False
814,230,10.2,0.7,85,1700,0,False,True,False,False
815,305,12.7,0.8,80,2200,0,False,True,False,False
816,250,11.0,0.75,90,1900,0,False,True,False,False
817,175,6.3,0.48,110,700,0,True,False,False,False
818,185,7.1,0.44,130,600,0,True,False,False,False
819,125,2.8,0.28,165,300,1,False,False,True,False
820,170,6.8,0.5,120,750,0,True,False,False,False
821,185,7.1,0.44,130,600,0,True,False,False,False
822,120,2.5,0.35,165,200,1,True,False,False,False
823,155,5.0,0.52,140,500,0,True,False,False,False
824,305,12.7,0.8,80,2200,0,False,True,False,False
825,100,1.2,0.02,180,150,1,False,False,True,False
826,125,2.8,0.28,165,300,1,False,False,True,False
827,140,4.0,0.3,150,350,1,True,False,False,False
828,310,13.5,0.82,70,2400,0,False,True,False,False
829,115,1.8,0.1,175,140,1,False,False,True,False
830,102,1.3,0.05,170,180,1,False,False,True,False
831,145,4.2,0.55,120,800,0,False,True,False,False
832,310,13.5,0.82,70,2400,0,False,True,False,False
833,118,2.2,0.2,175,220,1,False,False,True,False
834,95,1.0,-0.05,205,25,1,False,False,False,True
835,155,5.0,0.52,140,500,0,True,False,False,False
836,90,0.9,-0.12,200,20,1,False,False,False,True
837,110,2.1,0.12,180,120,1,False,False,True,False
838,92,0.8,-0.09,195,40,1,False,False,False,True
839,90,0.9,-0.12,200,20,1,False,False,False,True
840,110,2.1,0.12,180,120,1,False,False,True,False
841,185,7.1,0.44,130,600,0,True,False,False,False
842,115,1.8,0.1,175,140,1,False,False,True,False
843,185,7.1,0.44,130,600,0,True,False,False,False
844,100,1.2,0.02,180,150,1,False,False,True,False
845,155,5.0,0.52,140,500,0,True,False,False,False
846,210,9.4,0.72,95,1500,0,False,True,False,False
847,170,6.8,0.5,120,750,0,True,False,False,False
848,230,10.2,0.7,85,1700,0,False,True,False,False
849,155,5.0,0.52,140,500,0,True,False,False,False
850,115,1.8,0.1,175,140,1,False,False,True,False
851,250,11.0,0.75,90,1900,0,False,True,False,False
852,250,11.0,0.75,90,1900,0,False,True,False,False
853,305,12.7,0.8,80,2200,0,False,True,False,False
854,175,6.3,0.48,110,700,0,True,False,False,False
855,305,12.7,0.8,80,2200,0,False,True,False,False
856,305,12.7,0.8,80,2200,0,False,True,False,False
857,88,0.7,-0.1,210,15,1,False,False,False,True
858,140,4.0,0.3,150,350,1,True,False,False,False
859,92,0.8,-0.09,195,40,1,False,False,False,True
860,155,5.0,0.52,140,500,0,True,False,False,False
861,305,12.7,0.8,80,2200,0,False,True,False,False
862,98,1.1,-0.08,190,30,1,False,False,False,True
863,310,13.5,0.82,70,2400,0,False,True,False,False
864,145,4.2,0.55,120,800,0,False,True,False,False
865,88,0.7,-0.1,210,15,1,False,False,False,True
866,88,0.7,-0.1,210,15,1,False,False,False,True
867,250,11.0,0.75,90,1900,0,False,True,False,False
868,132,3.5,0.22,160,260,1,False,False,True,False
869,132,3.5,0.22,160,260,1,False,False,True,False
870,102,1.3,0.05,170,180,1,False,False,True,False
871,140,4.0,0.3,150,350,1,True,False,False,False
872,125,2.8,0.28,165,300,1,False,False,True,False
873,310,13.5,0.82,70,2400,0,False,True,False,False
874,102,1.3,0.05,170,180,1,False,False,True,False
875,88,0.7,-0.1,210,15,1,False,False,False,True
876,230,10.2,0.7,85,1700,0,False,True,False,False
877,305,12.7,0.8,80,2200,0,False,True,False,False
878,185,7.1,0.44,130,600,0,True,False,False,False
879,185,7.1,0.44,130,600,0,True,False,False,False
880,310,13.5,0.82,70,2400,0,False,True,False,False
881,185,7.1,0.44,130,600,0,True,False,False,False
882,310,13.5,0.82,70,2400,0,False,True,False,False
883,100,1.2,0.02,180,150,1,False,False,True,False
884,100,1.2,0.02,180,150,1,False,False,True,False
885,140,4.0,0.3,150,350,1,True,False,False,False
886,305,12.7,0.8,80,2200,0,False,True,False,False
887,170,6.8,0.5,120,750,0,True,False,False,False
888,170,6.8,0.5,120,750,0,True,False,False,False
889,125,2.8,0.28,165,300,1,False,False,True,False
890,132,3.5,0.22,160,260,1,False,False,True,False
891,125,2.8,0.28,165,300,1,False,False,True,False
892,95,1.0,-0.05,205,25,1,False,False,False,True
893,118,2.2,0.2,175,220,1,False,False,True,False
894,250,11.0,0.75,90,1900,0,False,True,False,False
895,310,13.5,0.82,70,2400,0,False,True,False,False
896,118,2.2,0.2,175,220,1,False,False,True,False
897,100,1.2,0.02,180,150,1,False,False,True,False
898,155,5.0,0.52,140,500,0,True,False,False,False
899,125,2.8,0.28,165,300,1,False,False,True,False
900,110,2.1,0.12,180,120,1,False,False,True,False
901,145,4.2,0.55,120,800,0,False,True,False,False
902,160,5.5,0.6,120,900,0,False,True,False,False
903,305,12.7,0.8,80,2200,0,False,True,False,False
904,102,1.3,0.05,170,180,1,False,False,True,False
905,170,6.8,0.5,120,750,0,True,False,False,False
906,230,10.2,0.7,85,1700,0,False,True,False,False
907,125,2.8,0.28,165,300,1,False,False,True,False
908,160,5.5,0.6,120,900,0,False,True,False,False
909,305,12.7,0.8,80,2200,0,False,True,False,False
910,100,1.2,0.02,180,150,1,False,False,True,False
911,230,10.2,0.7,85,1700,0,False,True,False,False
912,88,0.7,-0.1,210,15,1,False,False,False,True
913,145,4.2,0.55,120,800,0,False,True,False,False
914,310,13.5,0.82,70,2400,0,False,True,False,False
915,90,0.9,-0.12,200,20,1,False,False,False,True
916,132,3.5,0.22,160,260,1,False,False,True,False
917,125,2.8,0.28,165,300,1,False,False,True,False
918,102,1.3,0.05,170,180,1,False,False,True,False
919,132,3.5,0.22,160,260,1,False,False,True,False
920,305,12.7,0.8,80,2200,0,False,True,False,False
921,185,7.1,0.44,130,600,0,True,False,False,False
922,140,4.0,0.3,150,350,1,True,False,False,False
923,175,6.3,0.48,110,700,0,True,False,False,False
924,92,0.8,-0.09,195,40,1,False,False,False,True
925,175,6.3,0.48,110,700,0,True,False,False,False
926,115,1.8,0.1,175,140,1,False,False,True,False
927,115,1.8,0.1,175,140,1,False,False,True,False
928,100,1.2,0.02,180,150,1,False,False,True,False
929,92,0.8,-0.09,195,40,1,False,False,False,True
930,185,7.1,0.44,130,600,0,True,False,False,False
931,145,4.2,0.55,120,800,0,False,True,False,False
932,90,0.9,-0.12,200,20,1,False,False,False,True
933,98,1.1,-0.08,190,30,1,False,False,False,True
934,145,4.2,0.55,120,800,0,False,True,False,False
935,120,2.5,0.35,165,200,1,True,False,False,False
936,175,6.3,0.48,110,700,0,True,False,False,False
937,145,4.2,0.55,120,800,0,False,True,False,False
938,305,12.7,0.8,80,2200,0,False,True,False,False
939,155,5.0,0.52,140,500,0,True,False,False,False
940,120,2.5,0.35,165,200,1,True,False,False,False
941,140,4.0,0.3,150,350,1,True,False,False,False
942,140,4.0,0.3,150,350,1,True,False,False,False
943,100,1.2,0.02,180,150,1,False,False,True,False
944,118,2.2,0.2,175,220,1,False,False,True,False
945,230,10.2,0.7,85,1700,0,False,True,False,False
946,310,13.5,0.82,70,2400,0,False,True,False,False
947,115,1.8,0.1,175,140,1,False,False,True,False
948,125,2.8,0.28,165,300,1,False,False,True,False
949,125,2.8,0.28,165,300,1,False,False,True,False
950,250,11.0,0.75,90,1900,0,False,True,False,False
951,250,11.0,0.75,90,1900,0,False,True,False,False
952,92,0.8,-0.09,195,40,1,False,False,False,True
953,145,4.2,0.55,120,800,0,False,True,False,False
954,90,0.9,-0.12,200,20,1,False,False,False,True
955,175,6.3,0.48,110,700,0,True,False,False,False
956,92,0.8,-0.09,195,40,1,False,False,False,True
957,175,6.3,0.48,110,700,0,True,False,False,False
958,100,1.2,0.02,180,150,1,False,False,True,False
959,125,2.8,0.28,165,300,1,False,False,True,False
960,250,11.0,0.75,90,1900,0,False,True,False,False
961,118,2.2,0.2,175,220,1,False,False,True,False
962,140,4.0,0.3,150,350,1,True,False,False,False
963,90,0.9,-0.12,200,20,1,False,False,False,True
964,98,1.1,-0.08,190,30,1,False,False,False,True
965,125,2.8,0.28,165,300,1,False,False,True,False
966,250,11.0,0.75,90,1900,0,False,True,False,False
967,210,9.4,0.72,95,1500,0,False,True,False,False
968,145,4.2,0.55,120,800,0,False,True,False,False
969,210,9.4,0.72,95,1500,0,False,True,False,False
970,100,1.2,0.02,180,150,1,False,False,True,False
971,175,6.3,0.48,110,700,0,True,False,False,False
972,118,2.2,0.2,175,220,1,False,False,True,False
973,132,3.5,0.22,160,260,1,False,False,True,False
974,88,0.7,-0.1,210,15,1,False,False,False,True
975,125,2.8,0.28,165,300,1,False,False,True,False
976,145,4.2,0.55,120,800,0,False,True,False,False
977,110,2.1,0.12,180,120,1,False,False,True,False
978,305,12.7,0.8,80,2200,0,False,True,False,False
979,185,7.1,0.44,130,600,0,True,False,False,False
980,210,9.4,0.72,95,1500,0,False,True,False,False
981,132,3.5,0.22,160,260,1,False,False,True,False
982,90,0.9,-0.12,200,20,1,False,False,False,True
983,145,4.2,0.55,120,800,0,False,True,False,False
984,110,2.1,0.12,180,120,1,False,False,True,False
985,92,0.8,-0.09,195,40,1,False,False,False,True
986,98,1.1,-0.08,190,30,1,False,False,False,True
987,185,7.1,0.44,130,600,0,True,False,False,False
988,115,1.8,0.1,175,140,1,False,False,True,False
989,210,9.4,0.72,95,1500,0,False,True,False,False
990,185,7.1,0.44,130,600,0,True,False,False,False
991,88,0.7,-0.1,210,15,1,False,False,False,True
992,132,3.5,0.22,160,260,1,False,False,True,False
993,185,7.1,0.44,130,600,0,True,False,False,False
994,98,1.1,-0.08,190,30,1,False,False,False,True
995,310,13.5,0.82,70,2400,0,False,True,False,False
996,132,3.5,0.22,160,260,1,False,False,True,False
997,125,2.8,0.28,165,300,1,False,False,True,False
998,102,1.3,0.05,170,180,1,False,False,True,False
999,175,6.3,0.48,110,700,0,True,False,False,False
1000,155,5.0,0.52,140,500,0,True,False,False,False
