Point_ID,Latitude,Longitude,Elevation_m,Slope_deg,NDVI,LandCover,Rainfall_mm,Dist_River_m,Flood,Event
P03776,-15.92512193043558,34.46759429196251,430.0,3.6768427,0.811,30,465.0332999229431,391.80341911217596,0,Minor Floods 2017
P03777,-15.868472071344737,34.68892368865066,241.0,2.0896971,0.8119333333333334,10,404.70298624038696,8.627883097725963,0,Minor Floods 2017
P03778,-15.980363417595028,34.55997177715278,373.0,8.93119,0.8214666666666667,10,445.50215911865234,64.55119541635753,0,Minor Floods 2017
P03779,-15.914797437701809,34.72941410419224,146.0,5.2123876,0.8121333333333334,10,357.28443241119385,60.282788774127326,0,Minor Floods 2017
P03780,-16.221522330829682,34.77573509610954,104.0,1.0713764,0.8045,10,361.70999670028687,1002.929509597162,0,Minor Floods 2017
P03781,-16.419764710200337,34.830597060689826,122.0,0.6698926,0.6255666666666667,40,277.0717144012451,759.9924601129933,0,Minor Floods 2017
P03782,-16.132927431711312,34.760015134804476,104.0,1.3385824,0.7017333333333333,30,270.5152668952942,1066.5294016814075,0,Minor Floods 2017
P03783,-15.89647157170367,34.637874792120165,316.0,0.46373534,0.7136333333333333,20,433.02343225479126,468.6890283401075,0,Minor Floods 2017
P03784,-16.263919259635408,34.4802263114207,263.0,2.379673,0.8390666666666666,20,413.5236349105835,1075.7152288217715,0,Minor Floods 2017
P03785,-16.060045168955043,34.718077805954344,147.0,0.96506804,0.7554333333333333,30,288.7142162322998,104.07429622063052,0,Minor Floods 2017
P03786,-16.314961062506324,34.93286554280396,59.0,0.6697039,0.7501,20,350.70565462112427,291.22403653887386,0,Minor Floods 2017
P03787,-16.54652909657518,34.81257720451741,233.0,0.92740995,0.5463666666666668,30,326.87363624572754,272.39119148475345,0,Minor Floods 2017
P03788,-16.32610198177661,35.06253044180763,54.0,1.3392664,0.6675,10,428.0364890098572,471.6343504508659,0,Minor Floods 2017
P03789,-16.670062230723953,34.885377734131175,292.0,1.0461065,0.7591333333333333,30,385.93458890914917,362.37584012454886,0,Minor Floods 2017
P03790,-16.22745769624881,34.42809049879185,282.0,2.6763701,0.7245666666666667,30,381.969388961792,4184.708741654616,0,Minor Floods 2017
P03791,-16.189362564697326,35.01509042208144,180.0,6.372518,0.7492000000000001,20,400.10503911972046,469.1605213488806,0,Minor Floods 2017
P03792,-16.455157482783637,34.94916074808748,71.0,2.5877964,0.6835,40,293.3031575679779,369.98559811822355,0,Minor Floods 2017
P03793,-15.951095456605081,34.83965406084833,400.0,21.323648,0.7685000000000001,20,383.3752188682556,492.63781802567314,0,Minor Floods 2017
P03794,-16.279277159191924,34.567509442301564,271.0,3.134186,0.7577333333333334,20,413.99940061569214,778.5185080898091,0,Minor Floods 2017
P03795,-16.084909338635907,34.749721310220295,115.0,1.0707753,0.7015333333333333,20,272.56578397750854,741.3970682082818,0,Minor Floods 2017
P03796,-15.989235882061914,34.73466319855004,166.0,1.9159688,0.7357,30,323.24241280555725,751.827955279184,0,Minor Floods 2017
P03797,-15.963811301114607,34.541835421692426,398.0,2.410314,0.8111333333333334,10,447.1385021209717,149.1364440331523,0,Minor Floods 2017
P03798,-16.23020587356831,34.626569608756505,195.0,1.7198876,0.7180000000000001,10,376.3405542373657,2615.970200826638,0,Minor Floods 2017
P03799,-16.102755577751456,34.819508257131865,85.0,1.3384771,0.7186666666666668,30,277.1711893081665,983.076328904907,0,Minor Floods 2017
P03800,-15.813870968899241,34.3284482611843,502.0,9.281952,0.7172333333333334,10,450.42582273483276,167.16843198110826,0,Minor Floods 2017
P03801,-16.568821732667015,34.850281422997234,232.0,3.0174768,0.6950333333333334,30,350.07963466644287,68.77298032208265,0,Minor Floods 2017
P03802,-16.127507893900134,34.56024949227084,221.0,1.7192533,0.7101666666666667,10,342.891179561615,2165.121143192214,0,Minor Floods 2017
P03803,-15.845614622064058,34.455515463642435,438.0,6.392737,0.7214666666666667,20,435.96277141571045,46.04913375887241,0,Minor Floods 2017
P03804,-16.294946179646736,35.01791032264942,56.0,1.0716989,0.7953666666666668,20,385.9754285812378,38.453365426942405,0,Minor Floods 2017
P03805,-15.828228080307653,34.7001344473439,239.0,1.4720494,0.8277,10,388.98064374923706,1183.2583839810463,0,Minor Floods 2017
P03806,-16.626925861407575,34.950659214302384,175.0,1.0460565,0.6907666666666668,30,393.05061054229736,392.5645303959665,0,Minor Floods 2017
P03807,-16.14702881444823,34.853153762073426,82.0,1.0710458,0.6445333333333333,50,308.3163824081421,1461.5380599154128,0,Minor Floods 2017
P03808,-15.855368976381573,34.71488928818029,222.0,2.4531422,0.7923333333333333,20,385.4879288673401,1015.892473066479,0,Minor Floods 2017
P03809,-16.232282222844294,34.606734517112045,200.0,4.750663,0.6328,10,376.3405542373657,2105.126667103701,0,Minor Floods 2017
P03810,-16.252315892245463,34.495663259014876,223.0,2.5103323,0.7860333333333334,20,413.5236349105835,93.78183503745365,0,Minor Floods 2017
P03811,-16.535555129857812,34.83460498987958,203.0,3.440498,0.7335333333333334,30,326.87363624572754,175.7479328179129,0,Minor Floods 2017
P03812,-15.989004946849837,34.673381409944135,240.0,1.3380796,0.7325,30,375.2159843444824,537.9915197295434,0,Minor Floods 2017
P03813,-16.56959851303163,34.83264190707056,292.0,7.6544294,0.7721666666666668,30,372.3193197250366,833.921089184445,0,Minor Floods 2017
P03814,-16.438229710041227,34.924755688966016,79.0,0.92740995,0.6597000000000001,40,285.7430627346039,75.94713752575596,0,Minor Floods 2017
P03815,-16.481620587297982,34.90656375044885,105.0,1.0458876,0.6517333333333334,30,293.3031575679779,78.96218026307642,0,Minor Floods 2017
P03816,-16.103487611611744,34.635528900390845,139.0,2.1409683,0.6520666666666667,30,318.91345739364624,358.63488046728264,0,Minor Floods 2017
P03817,-16.59076814806573,34.92065727566763,159.0,2.3541586,0.677,40,326.85295486450195,63.37856549658644,0,Minor Floods 2017
P03818,-15.90913913334777,34.48491969995004,463.0,5.1414638,0.7839666666666667,10,465.0332999229431,160.03644895806787,0,Minor Floods 2017
P03819,-16.251426640283533,34.701186228341584,138.0,1.0715091,0.7503333333333333,30,358.11772656440735,1747.8674909010133,0,Minor Floods 2017
P03820,-16.138426848566898,34.523367965154016,300.0,2.5841532,0.6778333333333333,20,382.3269090652466,2599.997406136753,0,Minor Floods 2017
P03821,-16.299669356004614,34.88569841231155,66.0,0.4831537,0.7572666666666668,40,314.694961309433,134.3320167915235,0,Minor Floods 2017
P03822,-16.026202537455447,34.79790123142297,78.0,0.0,0.6530333333333334,80,289.1583797931671,72.75590310183546,0,Minor Floods 2017
P03823,-16.640072661077745,34.86933090137609,289.0,1.7224613,0.8166333333333333,30,396.8305010795593,411.6280441352714,0,Minor Floods 2017
P03824,-16.254796059678718,34.99895196597387,62.0,0.92740995,0.7937000000000001,20,385.9754285812378,669.9679678714125,0,Minor Floods 2017
P03825,-15.848381200713677,34.670391511823304,290.0,3.7358494,0.7999333333333334,20,404.70298624038696,221.67056092925046,0,Minor Floods 2017
P03826,-15.978396745567897,34.57910877373482,411.0,4.5883107,0.7562,20,445.50215911865234,706.9770261506003,0,Minor Floods 2017
P03827,-16.213841320240462,34.43274884220092,282.0,1.3388662,0.8075,10,381.969388961792,2725.747843484017,0,Minor Floods 2017
P03828,-15.814819661853205,34.448073800099706,499.0,4.808196,0.7041000000000001,40,431.40807151794434,12.365849700009763,0,Minor Floods 2017
P03829,-16.329074399843506,34.76593681518014,146.0,0.92740995,0.6314666666666667,20,301.70677852630615,268.39608998115466,0,Minor Floods 2017
P03830,-16.115570619841158,34.68689347651795,175.0,1.8543341,0.8214333333333335,10,309.4150390625,1293.2487528925813,0,Minor Floods 2017
P03831,-16.22810016855003,34.73743768162624,125.0,0.0,0.8288666666666666,10,355.3038034439087,1976.003191257681,0,Minor Floods 2017
P03832,-16.17560751071632,34.95794889764492,68.0,1.338733,0.6398,30,369.0451240539551,445.49029006310684,0,Minor Floods 2017
P03833,-15.962815116921343,34.36345937492463,350.0,2.582172,0.6763,20,386.7608823776245,2570.420725038109,0,Minor Floods 2017
P03834,-15.935783466020707,34.5833097214329,399.0,6.4825215,0.7653666666666668,10,466.2136912345886,5.668161982125516,0,Minor Floods 2017
P03835,-16.20656615168005,34.48218235238235,235.0,1.0455734,0.6788000000000001,10,399.13365364074707,886.0363554253607,0,Minor Floods 2017
P03836,-16.01160898479644,34.74254554586461,157.0,1.3381588,0.6896666666666668,30,282.4428377151489,1280.2551824286493,0,Minor Floods 2017
P03837,-16.287886782668224,35.07542042200549,260.0,17.530523,0.7377,20,417.4131760597229,125.61070700762711,0,Minor Floods 2017
P03838,-16.240399538531353,34.544403653105455,213.0,1.0714599,0.7959,10,397.60113525390625,62.17486058965394,0,Minor Floods 2017
P03839,-15.865479223410974,34.78390457617861,322.0,4.6273675,0.7512666666666667,30,377.54781007766724,202.25277742244495,0,Minor Floods 2017
P03840,-16.27774880449164,34.8264044923672,81.0,0.46373534,0.6228333333333333,40,287.7080407142639,2172.863404402185,0,Minor Floods 2017
P03841,-15.871197691695068,34.83219989437241,541.0,5.4661593,0.7755666666666667,30,383.4088740348816,593.7663596611385,0,Minor Floods 2017
P03842,-15.918950658542364,34.39121296172725,253.0,0.9643847,0.6313333333333333,40,381.63993644714355,701.0345740170028,0,Minor Floods 2017
P03843,-15.832145092437422,34.48050367251655,471.0,2.3669538,0.6813,40,435.96277141571045,101.20273040991339,0,Minor Floods 2017
P03844,-16.165576828870933,34.528800151758084,279.0,3.8844578,0.7559,20,406.41666078567505,5146.204059227128,0,Minor Floods 2017
P03845,-16.267857126259358,34.87739931372157,70.0,0.669621,0.7433000000000001,10,314.694961309433,333.74963712245034,0,Minor Floods 2017
P03846,-16.614200084226592,34.95198202067872,166.0,2.7889788,0.5925,20,393.05061054229736,236.75283233945,0,Minor Floods 2017
P03847,-16.352714395106727,34.672000264781616,181.0,1.7206515,0.6029,30,330.2006072998047,145.72851304264194,0,Minor Floods 2017
P03848,-15.85959263765198,34.62430977089081,321.0,4.907547,0.7498,10,433.02343225479126,8.407612517240782,0,Minor Floods 2017
P03849,-16.114676785564512,34.9105503041389,76.0,0.46373534,0.7542333333333333,30,330.48696184158325,1342.6052320586527,0,Minor Floods 2017
P03850,-16.211348649134663,34.43039004059242,283.0,3.0421221,0.8075,10,381.969388961792,2495.633943442789,0,Minor Floods 2017
P03851,-16.420505415514576,34.724348028931466,222.0,2.353374,0.6538,30,337.4507875442505,1872.709563974699,0,Minor Floods 2017
P03852,-16.615390884999925,34.87914382931299,272.0,3.828438,0.6519,10,396.8305010795593,1330.3774931025926,0,Minor Floods 2017
P03853,-15.76167566317185,34.389303604659254,609.0,2.7802885,0.7648333333333334,20,468.8804602622986,359.76381451812256,0,Minor Floods 2017
P03854,-16.083030016129054,34.56670140600634,166.0,1.4722502,0.6534666666666668,30,320.3742952346802,648.9508553463688,0,Minor Floods 2017
P03855,-15.847508791349727,34.488719080498065,520.0,6.938744,0.6970666666666667,40,448.8511366844177,152.4604523291817,0,Minor Floods 2017
P03856,-15.822876135500342,34.28453678465546,365.0,2.3762167,0.6984,30,425.8120312690735,215.14081000029782,0,Minor Floods 2017
P03857,-16.40716916631799,34.97561931166092,54.0,0.92740995,0.7309666666666668,40,329.34928131103516,844.9560976010629,0,Minor Floods 2017
P03858,-16.184780754449072,34.463684356713976,244.0,1.7196059,0.7597333333333334,20,413.042781829834,78.23484221326115,0,Minor Floods 2017
P03859,-16.022832780377573,34.669817734306314,227.0,3.4981105,0.7254,20,345.75206208229065,590.8418337576102,0,Minor Floods 2017
P03860,-15.989373151848968,34.436269044895724,222.0,1.070356,0.6282666666666668,40,384.51964378356934,457.58685566565714,0,Minor Floods 2017
P03861,-16.14551701713935,34.41409417991648,299.0,1.5204375,0.803,30,407.2116985321045,3124.3209845488186,0,Minor Floods 2017
P03862,-15.87228426409718,34.43686122097844,374.0,10.956889,0.6977,20,449.6364483833313,220.62514828582852,0,Minor Floods 2017
P03863,-16.183329774591435,34.819718927375085,88.0,2.4129658,0.8171666666666667,30,329.5001440048218,82.37219444012459,0,Minor Floods 2017
P03864,-16.313567100977615,35.07246676479412,188.0,22.552948,0.8156666666666668,10,428.0364890098572,785.0034870987201,0,Minor Floods 2017
P03865,-16.225333342290984,34.85427928165419,80.0,1.7198566,0.7189,10,353.6373043060303,487.7218574214834,0,Minor Floods 2017
P03866,-16.435424685969025,34.69617348513301,277.0,4.281818,0.7019000000000001,30,398.04703855514526,857.1822454250016,0,Minor Floods 2017
P03867,-16.24291243708731,34.64591665704659,150.0,0.9659599,0.5978333333333333,30,376.3405542373657,674.7920291869046,0,Minor Floods 2017
P03868,-16.173046177843194,34.68197427076677,129.0,1.985521,0.6380666666666668,20,314.62892293930054,3456.0641876909604,0,Minor Floods 2017
P03869,-15.968213232233513,34.396042723106234,308.0,9.983106,0.7214,20,386.7608823776245,967.9068806949152,0,Minor Floods 2017
P03870,-15.859256432078496,34.421042731954444,408.0,2.5096018,0.7113333333333334,10,449.6364483833313,4.754062232655244,0,Minor Floods 2017
P03871,-16.25897492123983,34.863550271528815,74.0,0.48305386,0.7153666666666667,10,314.694961309433,711.2271251336082,0,Minor Floods 2017
P03872,-15.883687193586532,34.72062343399163,190.0,1.5186319,0.7983333333333333,10,385.4879288673401,55.2418335080187,0,Minor Floods 2017
P03873,-16.335443964818566,34.667880500798866,190.0,0.6697416,0.5682333333333334,40,347.72401332855225,1069.2109091277518,0,Minor Floods 2017
P03874,-16.14017054091188,34.67931634149476,122.0,1.4722959,0.5807666666666668,40,309.4150390625,166.76535343018892,0,Minor Floods 2017
P03875,-15.835032941823718,34.414040942927585,564.0,5.465264,0.7438333333333333,20,431.40807151794434,272.81802723992024,0,Minor Floods 2017
P03876,-16.088831161473028,34.83711892433321,79.0,0.0,0.6727000000000001,40,299.63402795791626,210.6297068363675,0,Minor Floods 2017
P03877,-16.307395396225527,34.709024029567885,159.0,0.46373534,0.7797000000000001,30,323.5738663673401,1132.3217431992712,0,Minor Floods 2017
P03878,-16.38076170265913,34.84867455958287,102.0,0.9666425,0.5915666666666667,40,327.5288405418396,722.4539981693196,0,Minor Floods 2017
P03879,-15.763946430253192,34.33176537395538,600.0,4.408252,0.7234,20,464.30557203292847,1449.33540421615,0,Minor Floods 2017
P03880,-16.287459904172035,34.498795663521506,267.0,2.3798592,0.7833666666666668,10,413.5236349105835,3236.0331779530957,0,Minor Floods 2017
P03881,-16.18052165351706,34.955791447290736,67.0,1.0711949,0.7771333333333333,30,369.0451240539551,461.6680733188632,0,Minor Floods 2017
P03882,-15.840603053613153,34.390860413088994,493.0,7.2436576,0.7216333333333333,10,446.83748388290405,121.24794992228242,0,Minor Floods 2017
P03883,-16.452373021025323,34.84744255760183,131.0,1.0458542,0.5354,40,298.78267788887024,394.68756861334805,0,Minor Floods 2017
P03884,-16.30575107687374,34.74835429212209,147.0,2.008333,0.6933333333333334,30,301.70677852630615,1725.195525308759,0,Minor Floods 2017
P03885,-16.265762604805023,34.619084973319694,177.0,1.4489361,0.7915333333333333,30,401.0098466873169,1257.307880959298,0,Minor Floods 2017
P03886,-15.906887301758072,34.47079006410004,428.0,1.6923275,0.8031333333333334,10,465.0332999229431,280.3338197444132,0,Minor Floods 2017
P03887,-16.17404707502056,34.67234638184045,137.0,0.4828455,0.5978333333333333,40,314.62892293930054,3646.677936627741,0,Minor Floods 2017
P03888,-16.034962395655114,34.420282447101,361.0,3.1333637,0.8156666666666668,10,396.8615942001343,3466.8504056277407,0,Minor Floods 2017
P03889,-16.295077852336288,34.589599497589774,227.0,0.9662168,0.7527666666666667,20,413.99940061569214,68.45721194116356,0,Minor Floods 2017
P03890,-16.34065845934921,34.658324194325395,202.0,0.9664417,0.5807333333333333,30,347.72401332855225,939.4406577639463,0,Minor Floods 2017
P03891,-16.05799717333337,34.82800291700452,76.0,1.4722303,0.6626666666666667,40,299.63402795791626,250.65541569378226,0,Minor Floods 2017
P03892,-16.25304238264133,34.49876537609377,221.0,2.3671613,0.7860333333333334,10,413.5236349105835,43.088667842675896,0,Minor Floods 2017
P03893,-15.83897893215022,34.26924083877438,368.0,9.931792,0.6362,10,425.8120312690735,910.3233271534185,0,Minor Floods 2017
P03894,-16.018014174824486,34.54536874521199,219.0,3.7038398,0.7036666666666668,10,361.7141194343567,257.825578014177,0,Minor Floods 2017
P03895,-16.446570029075836,34.73528719662938,215.0,3.3847113,0.7222333333333333,10,337.4507875442505,3979.644451579891,0,Minor Floods 2017
P03896,-16.57909066192768,34.816746859797895,285.0,3.2159214,0.81,20,372.3193197250366,424.3379933662875,0,Minor Floods 2017
P03897,-16.274809840914834,34.71695995826728,144.0,1.7201668,0.8327,30,362.9872074127197,2369.6278895746914,0,Minor Floods 2017
P03898,-16.1165817355121,34.48276117348371,341.0,4.6522593,0.8007333333333333,10,413.2832007408142,4539.035577601117,0,Minor Floods 2017
P03899,-16.305574363844126,34.77918845729399,119.0,1.4724289,0.7248,30,301.70677852630615,3031.988008369837,0,Minor Floods 2017
P03900,-16.34106698758001,34.66728748652977,201.0,1.0457262,0.5847,10,347.72401332855225,450.4687134101893,0,Minor Floods 2017
P03901,-16.340101853669996,35.04610512856528,55.0,1.339314,0.8272,40,413.50612115859985,870.5721848215695,0,Minor Floods 2017
P03902,-16.37248814963279,34.784775388093536,152.0,1.0457624,0.7700333333333333,30,306.24275732040405,1133.0333352781872,0,Minor Floods 2017
P03903,-16.203117694699042,35.0085884412735,89.0,0.92740995,0.6575666666666667,40,404.87119579315186,395.51881628133077,0,Minor Floods 2017
P03904,-16.217894478887164,34.59646645873124,264.0,0.46373534,0.6470666666666667,20,401.5901355743408,2948.281277492882,0,Minor Floods 2017
P03905,-16.265714428478702,35.00924662333145,59.0,1.0715708,0.8168000000000001,10,385.9754285812378,673.8941349377925,0,Minor Floods 2017
P03906,-16.21869531561299,34.63241138536693,184.0,3.7047918,0.7843333333333333,10,376.3405542373657,3673.641037101185,0,Minor Floods 2017
P03907,-16.04578733066724,34.60117286875124,205.0,1.6927103,0.7799666666666667,10,399.66755962371826,49.700012569881395,0,Minor Floods 2017
P03908,-15.923631136069012,34.77178822219748,164.0,3.2782617,0.7252333333333333,30,369.3974609375,1129.9589250601966,0,Minor Floods 2017
P03909,-16.149319053238788,34.542915516384944,267.0,2.456614,0.7840666666666667,10,382.3269090652466,3276.714594252077,0,Minor Floods 2017
P03910,-15.883006766706751,34.3124354005589,383.0,1.337712,0.7521333333333333,10,417.8913288116455,547.6970584489605,0,Minor Floods 2017
P03911,-16.05518185072483,34.434773575256564,340.0,2.8929443,0.7495333333333334,30,400.15515089035034,2910.4947952011457,0,Minor Floods 2017
P03912,-15.899529814610691,34.72260067127333,193.0,0.48217985,0.7932,20,385.4879288673401,537.6315550250279,0,Minor Floods 2017
P03913,-16.379316685435246,34.61107246300968,220.0,1.6936429,0.6858000000000001,30,393.91084003448486,1015.7128179694488,0,Minor Floods 2017
P03914,-15.91121000447693,34.780675432890725,222.0,5.4373174,0.7677666666666667,10,369.3974609375,1060.982491929977,0,Minor Floods 2017
P03915,-16.635885260422377,34.93548537433369,250.0,17.606363,0.7481333333333333,20,393.05061054229736,138.79067825180925,0,Minor Floods 2017
P03916,-16.209699443802045,34.571290192930086,245.0,2.0904584,0.7463333333333333,30,401.5901355743408,1739.6940272333934,0,Minor Floods 2017
P03917,-15.998415628841057,34.73783724108221,164.0,8.40456,0.7231666666666667,20,323.24241280555725,66.28127259412919,0,Minor Floods 2017
P03918,-16.108351229720594,34.558612116899,189.0,7.6459193,0.756,10,342.891179561615,989.1449876903793,0,Minor Floods 2017
P03919,-16.17005455409063,34.75966379917834,106.0,2.0903692,0.6625,10,309.36671447753906,583.0132206825174,0,Minor Floods 2017
P03920,-16.443319305529787,34.80772498206149,145.0,1.3909631,0.6604,40,277.0717144012451,2644.6700180527505,0,Minor Floods 2017
P03921,-16.21502055045546,34.44500565371804,279.0,1.9161072,0.8577666666666667,10,381.969388961792,2784.973060359588,0,Minor Floods 2017
P03922,-16.356526024196935,34.93728615091025,56.0,0.46373534,0.7115333333333334,10,360.0441584587097,291.32719730640565,0,Minor Floods 2017
P03923,-16.31602826095694,34.60205114398096,289.0,4.3440714,0.753,30,423.01087760925293,324.50885058170525,0,Minor Floods 2017
P03924,-16.449827550289168,34.928993142043765,79.0,0.46373534,0.6609333333333334,40,293.3031575679779,132.94657478113203,0,Minor Floods 2017
P03925,-16.30157130463508,35.07389030532929,431.0,22.249645,0.7357333333333334,20,417.4131760597229,771.3202037332402,1,Minor Floods 2017
P03926,-16.248535979865274,34.82646402650421,81.0,2.352589,0.7992666666666667,10,352.932532787323,221.69989052426047,0,Minor Floods 2017
P03927,-16.263002916937875,34.799095616112744,94.0,1.7200909,0.8312,30,332.9707055091858,2956.8601102790717,0,Minor Floods 2017
P03928,-16.207719238598592,34.41365249016803,291.0,1.3388467,0.8105666666666668,30,381.969388961792,2147.2633665417757,0,Minor Floods 2017
P03929,-15.92066687596761,34.710134516732275,194.0,1.9159278,0.8114666666666668,30,357.28443241119385,644.4874503060795,0,Minor Floods 2017
P03930,-16.059886896961576,34.89060988472719,215.0,7.453207,0.7625000000000001,30,331.01873445510864,622.0689661582154,0,Minor Floods 2017
P03931,-15.841489059074174,34.68547153576734,261.0,1.7175153,0.8138333333333333,10,388.98064374923706,57.648206613029345,0,Minor Floods 2017
P03932,-16.175095762628196,34.5693601519217,232.0,1.3909631,0.6455333333333333,20,386.5652914047241,3658.317408526957,0,Minor Floods 2017
P03933,-15.981632236039976,34.37830383102604,338.0,4.3408303,0.7193,20,386.7608823776245,1460.2454941100582,0,Minor Floods 2017
P03934,-16.011907462029637,34.755670674582646,137.0,1.7185457,0.7415,30,289.1583797931671,747.8229064309022,0,Minor Floods 2017
P03935,-16.31540309338937,34.835019117543965,91.0,0.0,0.6182666666666667,40,282.0006613731384,369.1320174895558,0,Minor Floods 2017
P03936,-16.04913497853317,34.71534142747445,155.0,1.6927195,0.7126,40,282.4428377151489,518.6041916530843,0,Minor Floods 2017
P03937,-15.996458503670086,34.613209637876,310.0,2.140028,0.7771333333333333,20,413.3627276420593,98.83982552543738,0,Minor Floods 2017
P03938,-15.892792592873427,34.416603779343674,429.0,8.2891,0.7150333333333333,20,449.6364483833313,544.7987215831889,0,Minor Floods 2017
P03939,-15.75033693647325,34.35166590963004,653.0,9.805902,0.7735666666666667,10,468.8804602622986,3115.494248799957,0,Minor Floods 2017
P03940,-16.521805982014314,34.83174007070422,206.0,5.2157974,0.7075666666666667,20,326.87363624572754,401.09003552869905,0,Minor Floods 2017
P03941,-15.832067407624455,34.75517504560401,277.0,3.0385008,0.7434000000000001,30,352.78093433380127,623.642460534282,0,Minor Floods 2017
P03942,-16.053758736996606,34.528380145404434,171.0,1.0706367,0.6490333333333334,40,352.2528772354126,289.4296388521521,0,Minor Floods 2017
P03943,-16.31270451716581,35.03572817359577,54.0,1.4724343,0.7789333333333334,10,413.50612115859985,98.15345373172926,0,Minor Floods 2017
P03944,-16.264132387552014,34.46305604402385,267.0,2.785211,0.8297,30,413.5236349105835,524.1679874626783,0,Minor Floods 2017
P03945,-15.9834288201526,34.52868975072801,385.0,3.3419638,0.7835666666666667,20,447.1385021209717,1032.573799665695,0,Minor Floods 2017
P03946,-16.0723901473094,34.69692201723075,189.0,3.405929,0.7724333333333333,30,342.22777938842773,715.1612113148811,0,Minor Floods 2017
P03947,-16.27169333060049,35.025063171376196,62.0,1.0456477,0.7565666666666667,30,385.9754285812378,1295.4647340072709,0,Minor Floods 2017
P03948,-16.11732411289881,34.67526742312203,137.0,1.8543341,0.5529000000000001,40,309.4150390625,1967.697705700393,0,Minor Floods 2017
P03949,-16.098270861874028,34.53399730136249,192.0,3.2095065,0.7438666666666668,30,382.3269090652466,335.43511862630345,0,Minor Floods 2017
P03950,-16.373865860452902,34.64162007999999,195.0,2.821859,0.7061000000000001,20,393.91084003448486,382.75090010297185,0,Minor Floods 2017
P03951,-16.49954790358492,34.69791329597375,315.0,3.0437255,0.6460666666666667,30,373.4003782272339,7903.1794840156535,0,Minor Floods 2017
P03952,-16.128148068931203,34.52786407065259,263.0,3.4998245,0.7923333333333333,30,382.3269090652466,1448.2481072164032,0,Minor Floods 2017
P03953,-15.91904200213466,34.313020430113696,362.0,6.3949213,0.7553000000000001,10,405.78944396972656,666.8672960976504,0,Minor Floods 2017
P03954,-16.05458237331417,34.873869048745476,270.0,10.399404,0.8553000000000001,20,331.01873445510864,906.2898029795458,0,Minor Floods 2017
P03955,-16.080287816757043,34.66513937756524,204.0,4.0093656,0.7988000000000001,20,342.22777938842773,517.095176919333,0,Minor Floods 2017
P03956,-16.21486842175702,34.927550661027716,64.0,0.46373534,0.7062666666666667,10,350.236132144928,37.04781797001906,0,Minor Floods 2017
P03957,-16.03237751471568,34.80974723776622,77.0,0.92740995,0.7058333333333333,80,318.63882207870483,50.993816823945245,0,Minor Floods 2017
P03958,-16.36472067957917,35.00873707609404,54.0,1.9325755,0.8074333333333333,10,419.5131559371948,40.04694227744889,0,Minor Floods 2017
P03959,-16.157025362496043,34.92048170662235,67.0,0.66942555,0.6960333333333333,30,351.20317697525024,376.3011983068473,0,Minor Floods 2017
P03960,-16.188834408729146,35.019088282345884,168.0,8.306663,0.7492000000000001,20,400.10503911972046,176.6051381778693,0,Minor Floods 2017
P03961,-16.141358480585602,34.700580888136855,137.0,7.7326217,0.6686666666666667,10,309.4150390625,281.43095901571195,0,Minor Floods 2017
P03962,-16.23187570781106,34.78541567417185,98.0,1.0714182,0.8548,10,361.70999670028687,1934.0279427235444,0,Minor Floods 2017
P03963,-15.960982765270064,34.33082219921659,350.0,1.7182345,0.7266,30,399.3040404319763,2877.61142482646,0,Minor Floods 2017
P03964,-16.39376741056387,34.900817231941396,81.0,0.48338735,0.7854,40,360.0441584587097,888.7625634999737,0,Minor Floods 2017
P03965,-15.894837896914215,34.51622098794965,527.0,2.8906364,0.8351666666666666,10,473.09914684295654,498.0998069587189,0,Minor Floods 2017
P03966,-15.853811458954,34.312245677308134,340.0,3.8508594,0.7470333333333333,10,417.8913288116455,256.75479239840763,0,Minor Floods 2017
P03967,-16.127032087594507,34.47298295427957,295.0,2.0073879,0.7753333333333333,10,413.2832007408142,3310.902131822369,0,Minor Floods 2017
P03968,-16.035475556313656,34.61057714080303,278.0,2.455264,0.7586666666666667,20,398.8338108062744,1044.626725266475,0,Minor Floods 2017
P03969,-16.35243509880323,34.811419918098025,117.0,1.0719587,0.6722,40,304.8822000026703,40.83447698532843,0,Minor Floods 2017
P03970,-15.966726210486947,34.73245845496956,156.0,1.9286822,0.7446,10,323.24241280555725,226.06485764984203,0,Minor Floods 2017
P03971,-15.892046435035624,34.71780488345845,195.0,2.0897484,0.7995666666666668,20,385.4879288673401,77.25745266049275,0,Minor Floods 2017
P03972,-16.265208571936263,34.455896810598425,272.0,4.175619,0.8297,30,413.5236349105835,937.6628329878447,0,Minor Floods 2017
P03973,-15.784561435901642,34.31226236589527,530.0,2.7304575,0.7527333333333334,20,464.30557203292847,535.723724155542,0,Minor Floods 2017
P03974,-15.814739572125442,34.4438483543303,491.0,7.7538013,0.7030000000000001,20,431.40807151794434,116.40451071163696,0,Minor Floods 2017
P03975,-16.49148964928307,35.046804516783176,49.0,0.92740995,0.6980000000000001,40,332.99695920944214,603.57944920307,0,Minor Floods 2017
P03976,-16.533897194884656,34.775693290590986,263.0,2.5108693,0.6235,30,333.1844325065613,954.3934719892815,0,Minor Floods 2017
P03977,-16.403697890015675,34.890987389969254,89.0,0.66986275,0.6776333333333333,30,274.3884868621826,444.5966797803777,0,Minor Floods 2017
P03978,-16.120919629193633,34.65327762979599,132.0,0.48271537,0.5907666666666668,10,309.4150390625,2.7899174074952544,0,Minor Floods 2017
